,Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date,Type,ValueType,ValueDistrict
649,1568801,"Cho Thuê Phòng Trọ 16m, 20m, 24m Thoáng Mát, Sạch Sẽ",2.0,16.0,Nhà Bè,Hồ Chí Minh,27/05/2020,Phòng trọ,2.2158964012891964,2.0973630831643004
650,1568803,Cho thuê phòng có gác bếp nvs thoáng mát ngay trung tâm Gò Vấp Lê Đức THọ,2.0,25.0,Gò Vấp,Hồ Chí Minh,27/05/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
651,1569038,Cho thuê phòng có gác cửa sổ nvs ngay đương Lê Đức THọ quận Gò Vấp,2.0,25.0,Gò Vấp,Hồ Chí Minh,27/05/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
652,1569108,Cho thuê phòng trọ lót sàn gỗ ngay phạm văn đồng kha vạn cân Thủ Đức,2.0,15.0,Thủ Đức,Hồ Chí Minh,27/05/2020,Phòng trọ,2.2158964012891964,1.85
653,1569434,"Phòng cho cho thuê TX52, phường Thạnh Xuân, Q12",1.8,18.0,Quận 12,Hồ Chí Minh,28/05/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
654,1569589,Căn hộ dịch vụ Mini 25m2 ngay Hoàng Sa Quận 3,5.5,25.0,Quận 3,Hồ Chí Minh,28/05/2020,Căn hộ,3.322310410225767,3.0926301555104803
655,1569807,Cho Thuê Phòng Giá Rẻ Công Nhân Ngay Các Khu Công Nghiệp,1.2,13.0,Bình Tân,Hồ Chí Minh,29/05/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
656,1570283,Cho thuê phòng trọ Q9 - giá 3 triệu - LH: 0938380096,3.0,28.0,Quận 9,Hồ Chí Minh,29/05/2020,Phòng trọ,2.2158964012891964,1.7041666666666668
657,1570418,Căn hộ Full nội thất có cửa sổ thoáng mát Quận 3,5.5,20.0,Quận 3,Hồ Chí Minh,30/05/2020,Căn hộ,3.322310410225767,3.0926301555104803
658,1570472,"Cho thuê phòng trọ GIÁ RẺ, phường Cầu Ông Lãnh, Q.1",2.0,12.0,Quận 1,Hồ Chí Minh,30/05/2020,Phòng trọ,2.2158964012891964,3.563218390804598
660,1570666,Cho thuê phòng 2 cửa sổ gần bách hóa zanh ngay Kha Vạn Cân Thủ Đức,2.0,15.0,Thủ Đức,Hồ Chí Minh,30/05/2020,Phòng trọ,2.2158964012891964,1.85
661,1570796,Cho thuê phòng trọ giá rẻ nhất quận 1 máy lạnh,2.0,20.0,Quận 1,Hồ Chí Minh,31/05/2020,Phòng trọ,2.2158964012891964,3.563218390804598
662,1570885,Cho thuê phòng trọ 27m2 ở trung tâm quận 10 TP.HCM,3.5,27.0,Quận 10,Hồ Chí Minh,31/05/2020,Phòng trọ,2.2158964012891964,2.520494469746259
663,1572669,"Cho thuê phòng1,2triệu, 14m2 Xô Viết Nghệ Tĩnh, gần D5,Bình thạnh.",1.2,14.0,Bình Thạnh,Hồ Chí Minh,03/06/2020,Phòng trọ,2.2158964012891964,2.488339645206299
664,1573039,"Cho thuê 5 phòng trọ mặt tiền đường Đinh Tiên Hoàng, giá cực tốt",3.0,25.0,Bình Thạnh,Hồ Chí Minh,04/06/2020,Phòng trọ,2.2158964012891964,2.488339645206299
665,1573055,Cần tìm 1-2 Nam ở ghép khu vực quận Tân Phú,1.0,30.0,Tân Phú,Hồ Chí Minh,04/06/2020,Phòng ở ghép,1.0,2.0499361430395915
666,1573459,"Cho thuê phòng trọ Phan Văn Trị, phường 11, Quận Binh Thanh",1.5,20.0,Bình Thạnh,Hồ Chí Minh,04/06/2020,Phòng trọ,2.2158964012891964,2.488339645206299
667,1573712,Cho thuê phòng trọ mặt tiền đường Lê Đức Thọ,1.5,12.0,Gò Vấp,Hồ Chí Minh,05/06/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
668,1573716,"Cho thuê phòng trọ mặt tiền đường Lê Đức Thọ, gò vấp TP HCM",1.3,12.0,Gò Vấp,Hồ Chí Minh,05/06/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
669,1573734,"Cho thuê phòng trọ quận Tân Bình, hiện tại còn 1 phòng trống",3.0,15.0,Tân Bình,Hồ Chí Minh,05/06/2020,Phòng trọ,2.2158964012891964,3.20001724137931
670,1574498,Cho thuê phòng trọ nằm mặt tiền nguyễn duy trinh QUẬN 9. Giá 1.4tr ~ 1.6tr,1.4,25.0,Quận 9,Hồ Chí Minh,06/06/2020,Phòng trọ,2.2158964012891964,1.7041666666666668
671,1574519,"Thế giới nhà trọ xin giới thiệu quý khách hàng phòng trọ QUẬN 9, gần khu công nghệ cao.",1.6,25.0,Quận 9,Hồ Chí Minh,06/06/2020,Phòng trọ,2.2158964012891964,1.7041666666666668
672,1574573,Cho thuê phòng 2 cửa sổ gần bách hóa xanh ngay Kha Vạn Cân Phạm Văn Đồng Thủ Đức,2.0,15.0,Thủ Đức,Hồ Chí Minh,06/06/2020,Phòng trọ,2.2158964012891964,1.85
673,1574643,Cho thuê 1 phòng trọ thoáng mát ngay trường đại học cảnh sát kha vạn cân Thủ Đức,2.0,15.0,Thủ Đức,Hồ Chí Minh,07/06/2020,Phòng trọ,2.2158964012891964,1.85
674,1574798,Nhượng lại phòng trọ: Nhà trọ sơn hà quận thủ đức,2.8,15.0,Thủ Đức,Hồ Chí Minh,07/06/2020,Phòng trọ,2.2158964012891964,1.85
675,1575302,Cho thuê căn hộ siêu đẹp tại Quận 3 giá 4tr5,4.5,20.0,Quận 3,Hồ Chí Minh,08/06/2020,Căn hộ,3.322310410225767,3.0926301555104803
677,1579297,"Cho thuê phòng phường 4,quận Tân Bình, diện tích 28m2",3.0,28.0,Tân Bình,Hồ Chí Minh,15/06/2020,Phòng trọ,2.2158964012891964,3.20001724137931
678,1579316,"Cho thuê phòng trọ thủ đức giá 2.2tr, nhiều loại phòng",2.2,14.0,Thủ Đức,Hồ Chí Minh,15/06/2020,Phòng trọ,2.2158964012891964,1.85
679,1579984,"Phòng 25m2 4tr5, 30m 5tr5, 35m2 5tr8...Bình Thạnh",4.5,25.0,Bình Thạnh,Hồ Chí Minh,16/06/2020,Phòng trọ,2.2158964012891964,2.488339645206299
680,1580060,Phòng trọ Q1 giá rẻ 0931805081 giờ gaic61 tự do thuận tiện đi học đi làm,1.6,18.0,Quận 1,Hồ Chí Minh,16/06/2020,Phòng trọ,2.2158964012891964,3.563218390804598
681,1580100,"Cần cho thuê phòng trọ, căn hộ mini, Tân Bình, giá 5tr, full nội thất,",5.0,25.0,Tân Bình,Hồ Chí Minh,16/06/2020,Căn hộ,3.322310410225767,3.20001724137931
682,1580304,Phòng cho thuê tại trung tâm quận 1 đường nguyễn trãi phường nguyễn cư trinh .,3.8,18.0,Quận 1,Hồ Chí Minh,16/06/2020,Căn hộ,3.322310410225767,3.563218390804598
683,1580391,Cho thuê căn hộ dịch vụ quận Bình Thạnh - giá 4TR5,4.5,25.0,Bình Thạnh,Hồ Chí Minh,16/06/2020,Căn hộ,3.322310410225767,2.488339645206299
685,1582251,"Phòng trọ Cao Cấp tr.tâm Q1, gần Bùi Viện – phòng bao đẹp giá chỉ 4tr",4.0,20.0,Quận 1,Hồ Chí Minh,19/06/2020,Phòng trọ,2.2158964012891964,3.563218390804598
686,1582368,Cho thuê phòng trọ Quận 12 - Tp. HCM rẻ + sạch + đẹp,1.6,24.0,Quận 12,Hồ Chí Minh,19/07/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
687,1582431,Nhà trọ cho thuê giá rẻ ngay khu công nghiệp tân tạo,1.5,15.0,Bình Tân,Hồ Chí Minh,19/06/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
688,1583227,Cho thuê phòng trọ đầy đủ tiện nghi q10 ae cần liên hệ sđt,3.5,20.0,Quận 10,Hồ Chí Minh,20/06/2020,Phòng trọ,2.2158964012891964,2.520494469746259
689,1583343,Phòng Trọ Bình Tân Giá Rẻ Gần Bến Xe Miền Tây Quận 6,2.0,20.0,Bình Tân,Hồ Chí Minh,20/06/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
690,1584771,"Phòng trọ giá rẻ 20m2, mặt tiền Huỳnh Văn Bánh, Phú Nhuận.",2.6,20.0,Phú Nhuận,Hồ Chí Minh,23/06/2020,Phòng trọ,2.2158964012891964,3.271339739966083
691,1584931,"Cho thuê phòng đường Võ Thị Sáu, P8,Q3, giờ giấc tự do, giá rẻ",3.5,16.0,Quận 3,Hồ Chí Minh,23/06/2020,Phòng trọ,2.2158964012891964,3.0926301555104803
692,1585033,Phòng ngay phố Bùi Viện Full nội thất bao điện nước,5.5,20.0,Quận 1,Hồ Chí Minh,23/06/2020,Phòng trọ,2.2158964012891964,3.563218390804598
693,1585176,"Cho thuê phòng trọ liền kề quận 1, giá rẻ bất ngờ",1.2,5.0,Bình Thạnh,Hồ Chí Minh,29/01/2021,Phòng trọ,2.2158964012891964,2.488339645206299
694,1585692,Cho thuê phòng trong nhà nguyên căn hẻm xe hơi đường Nguyễn Thiện Thuật P.1 Quận 3,3.0,25.0,Quận 3,Hồ Chí Minh,24/06/2020,Phòng trọ,2.2158964012891964,3.0926301555104803
695,1585964,"Cho thuê phòng trọ 20 m2, ngã 3 Huỳnh Tấn Phát + Gò Ô Môi",2.5,20.0,Quận 7,Hồ Chí Minh,24/06/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
696,1586280,Cho thuê phòng Trung Tâm Quận 1 TP Hồ Chí Minh,4.5,20.0,Quận 1,Hồ Chí Minh,25/06/2020,Phòng trọ,2.2158964012891964,3.563218390804598
697,1586729,Tìm bạn ở chung phòng đẹp có gác 5 triệu,5.0,12.0,Bình Thạnh,Hồ Chí Minh,25/06/2020,Phòng trọ,2.2158964012891964,2.488339645206299
698,1587099,"Chỉ 2.900.000 vnd/ tháng phòng trọ mới xây Phan Huy Ích, Tân Bình!",2.9,20.0,Tân Bình,Hồ Chí Minh,26/06/2020,Phòng trọ,2.2158964012891964,3.20001724137931
699,1587592,"Phòng cho thuê địa chỉ 243A/58 Hoàng Diệu P8,Q4",1.8,16.0,Quận 4,Hồ Chí Minh,27/06/2020,Phòng trọ,2.2158964012891964,2.09375
700,1587647,Phòng Trọ Có Gác (3M X 4M) Q.12 phường thạnh xuân,1.6,24.0,Quận 12,Hồ Chí Minh,27/06/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
701,1589114,"Phòng trọ đẹp đối diện Etown trên đường Cộng Hòa, Tân Bình",2.7,15.0,Tân Bình,Hồ Chí Minh,30/06/2020,Phòng trọ,2.2158964012891964,3.20001724137931
703,1589692,Cho thuê nhà ngay ngã tư Ngô Quyền - Nguyễn Chí Thanh,3.5,45.0,Quận 5,Hồ Chí Minh,30/06/2020,Khác,4.030355856504826,2.4362818590704647
704,1589979,"Cho thuê Tầng 2 nhà Mặt Tiền Ngô Quyền, Quận 10, 4mx8m, Có cả Máy Lạnh",7.0,32.0,Quận 10,Hồ Chí Minh,01/10/2020,Khác,4.030355856504826,2.520494469746259
705,1590387,Phòng trọ mới xây rộng 30m2 ban công nội thất cơ bản giờ giấc tự do Tân Sơn Gò Vấp,3.4,30.0,Gò Vấp,Hồ Chí Minh,01/07/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
706,1590637,"Cho thuê phòng trọ mới thoáng mát sạch sẽ tại An phú đông 25, quận 12",2.0,22.0,Quận 12,Hồ Chí Minh,02/07/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
707,1591114,Cho thuê phòng trọ Quận 12 - Hà Huy Giáp - TX33,1.6,24.0,Quận 12,Hồ Chí Minh,02/07/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
708,1593379,"Cho thuê căn hộ dịch vụ mini gần Gigâmll Phạm Văn Đồng, nhà mới xây có máy lạnh LH: 0964.762.748",4.0,35.0,Thủ Đức,Hồ Chí Minh,06/07/2020,Căn hộ,3.322310410225767,1.85
709,1594065,"Cho thuê phòng phường 2, quận Tân Bình, giá tốt",3.5,24.0,Tân Bình,Hồ Chí Minh,07/07/2020,Phòng trọ,2.2158964012891964,3.20001724137931
710,1594111,Cho Thuê phòng cao cấp full nội thất có bếp giá 3tr8 đường bình long quận tân phú,3.0,25.0,Tân Phú,Hồ Chí Minh,20/09/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
711,1594113,"Phòng cho thuê có máy lạnh, kệ bếp đường GÒ DẦU ngay eoan tân phú",3.3,20.0,Tân Phú,Hồ Chí Minh,17/11/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
712,1594125,"Cho thuê phòng trọ giá rẻ Đ.Tân Chánh Hiệp 21, Q12, gần bv Q12",1.7,15.0,Quận 12,Hồ Chí Minh,07/07/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
713,1594156,"Phòng trọ mới xây Nguyễn văn quá, giáp gò vấp.",3.3,25.0,Quận 12,Hồ Chí Minh,07/07/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
714,1594212,Cho thuê phòng trọ đối diện Etown quận Tân Bình,3.5,25.0,Tân Bình,Hồ Chí Minh,07/07/2020,Phòng trọ,2.2158964012891964,3.20001724137931
715,1594280,Cho thuê nhà trọ nguyên căn 30m2 gần cầu sài gòn quận 2,4.0,30.0,Quận 2,Hồ Chí Minh,07/07/2020,Phòng trọ,2.2158964012891964,8.721003134796238
716,1594401,"Cho thuê phòng giá tốt, phòng mới 100%, full nội thất tại Bình Thạnh",4.6,20.0,Bình Thạnh,Hồ Chí Minh,07/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
717,1595110,"Cho thuê phòng trọ mới sạch sẽ, giá tốt đường Dương Bá Trạc, F1, Q8",2.5,24.0,Quận 8,Hồ Chí Minh,08/07/2020,Phòng trọ,2.2158964012891964,2.557029177718833
718,1596139,Phòng cho thuê khu phú mỹ hưng quận 7 có bếp,4.0,25.0,Quận 7,Hồ Chí Minh,12/11/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
719,1596143,Phòng full nội thất quận 7 có bếp giá 4tr đầy đủ tiện nghi cửa sổ thông thoáng,4.0,25.0,Quận 7,Hồ Chí Minh,12/11/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
720,1596246,Phòng đủ nội thất tiện nghi trung tâm quận 7: 3tr/1 tháng,3.0,30.0,Quận 7,Hồ Chí Minh,09/07/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
721,1596367,Cho thuê phòng trọ có bảo vệ 24/24 ngã 3 Huỳnh Tấn Phát - Bùi Văn Ba,2.4,16.0,Quận 7,Hồ Chí Minh,08/08/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
722,1596662,Tìm nam ở ghép Căn hộ dịch vụ chợ Tân Mỹ,1.6,75.0,Quận 7,Hồ Chí Minh,10/07/2020,Phòng ở ghép,1.0,2.6204352741661956
723,1597885,Phòng Trọ quận 7 giá tốt cho sinh viên và nhân viên văn phòng,2.4,15.0,Quận 7,Hồ Chí Minh,12/07/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
724,1597903,Phòng trọ ngã tư hàng xanh gần đại học Hutech,3.0,16.0,Bình Thạnh,Hồ Chí Minh,12/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
725,1598573,Cho thuê phòng trọ đầy đủ tiện nghi Bình Thạnh,3.0,12.0,Bình Thạnh,Hồ Chí Minh,13/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
726,1598581,Cho thuê phòng đủ nội thất trung tâm quận 7: 3tr/1 tháng,3.0,30.0,Quận 7,Hồ Chí Minh,13/07/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
727,1600807,Phòng cho Nữ khu vực Bình Thạnh 1tr4/ 1 tháng gần trung tâm,1.4,15.0,Bình Thạnh,Hồ Chí Minh,16/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
728,1600964,"Cho thuê 02 phòng trọ ( Chung cư Tây Thạnh, Quận Tân Phú)",6.0,25.0,Tân Phú,Hồ Chí Minh,16/07/2020,Căn hộ,3.322310410225767,2.0499361430395915
729,1601625,"Phòng trọ Quận 1 ở ghép máy lạnh , giá tốt",1.2,28.0,Quận 1,Hồ Chí Minh,17/07/2020,Phòng ở ghép,1.0,3.563218390804598
730,1601655,Cho thuê phòng Q. Tân Bình Giá 3tr/ tháng có gác 25m2,3.0,25.0,Tân Bình,Hồ Chí Minh,17/07/2020,Phòng trọ,2.2158964012891964,3.20001724137931
731,1602037,Cho thuê căn hộ mini nội thất cao cấp Phú Mỹ Hưng Quận 7.,5.0,30.0,Quận 7,Hồ Chí Minh,17/07/2020,Căn hộ,3.322310410225767,2.6204352741661956
732,1602351,Cho Thuê Phòng Trọ Giá công Nhân Giá Bình Dân,1.2,13.0,Bình Tân,Hồ Chí Minh,18/07/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
733,1602418,"Cần cho thuê phòng tại nhà trọ Trung Phú số 36/11C Phạm Hữu Lầu , Phú Mỹ , quận 7, giá tốt",2.4,28.0,Quận 7,Hồ Chí Minh,18/07/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
734,1602453,"Phòng đủ nội thất tiện nghi dương bá trạc-nguyễn văn cừ, quận 8",4.0,25.0,Quận 8,Hồ Chí Minh,18/07/2020,Phòng trọ,2.2158964012891964,2.557029177718833
735,1602650,Cho Nữ thuê phòng trọ ở đường Điện Biên Phủ quận Bình Thạnh.,2.0,30.0,Bình Thạnh,Hồ Chí Minh,18/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
736,1602652,Cho Nữ sinh viên hoặc văn phòng thuê phòng trọ quận Bình Thạnh.,2.0,30.0,Bình Thạnh,Hồ Chí Minh,18/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
737,1602876,Phòng trọ thoáng mát rộng rãi yên tĩnh an ninh cao,2.6,21.0,Thủ Đức,Hồ Chí Minh,19/07/2020,Phòng trọ,2.2158964012891964,1.85
738,1602993,Cho thuê phòng giá 1.700 quận 4 hẻm tôn đản,1.7,20.0,Quận 4,Hồ Chí Minh,19/07/2020,Phòng trọ,2.2158964012891964,2.09375
739,1603527,"Cho thuê phòng đường Tôn Thất Thuyết, quận 4, điện nước giá nhà nước",2.4,20.0,Quận 4,Hồ Chí Minh,20/07/2020,Phòng trọ,2.2158964012891964,2.09375
740,1604874,"Cho thuê phòng trọ giá từ 2,3 -3,5tr Quận 7",2.6,16.0,Quận 7,Hồ Chí Minh,10/08/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
741,1605649,"Chính chủ cần cho thuê phòng full nội thất, giá rẻ tại Quận 7, Tp HCM.",4.5,16.0,Quận 7,Hồ Chí Minh,23/07/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
742,1605990,"Cho thuê phòng tại 453/56/5 Lê Văn Khương, Hiệp Thành, Quận 12.",2.0,16.0,Quận 12,Hồ Chí Minh,23/07/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
743,1606018,"Phòng trọ mới xây, full nội thất, giờ giấc tự do tại Q.Gò Vấp, giá rẻ",2.8,15.0,Gò Vấp,Hồ Chí Minh,23/07/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
744,1606307,Cho thuê phòng trọ sinh viên giá rẻ quận với diện tích 15m2 giá 2400000,2.4,15.0,Quận 7,Hồ Chí Minh,24/07/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
745,1606384,"Cho thuê phòng trọ cao cấp địa chỉ 103/10B Trần Kế Xương,Phường 7,Phú Nhuận",4.5,20.0,Phú Nhuận,Hồ Chí Minh,24/07/2020,Phòng trọ,2.2158964012891964,3.271339739966083
746,1606438,"Căn hộ mini có gác, full nội thất. Mới xây 100% tại Quận 7.",4.0,20.0,Quận 7,Hồ Chí Minh,24/07/2020,Căn hộ,3.322310410225767,2.6204352741661956
747,1606897,"Phòng trọ Homestay ký túc xá giá 900k - Bảy Hiền, q Tân Bình",0.9,15.0,Tân Bình,Hồ Chí Minh,24/07/2020,KTX,1.481689296269328,3.20001724137931
748,1608195,Còn 1 phòng trống giá rẻ 2.5 triệu/tháng vào ở ngay,2.5,12.0,Quận 4,Hồ Chí Minh,27/07/2020,Phòng trọ,2.2158964012891964,2.09375
749,1608618,"Cho thuê phòng trọ khu vực quận Bình Thạnh, đường Ung Văn Khiêm",3.3,20.0,Bình Thạnh,Hồ Chí Minh,27/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
750,1608696,Phòng trọ 16m2 đường Hồng Lạc Q.Tân Bình,2.1,16.0,Tân Bình,Hồ Chí Minh,27/07/2020,Phòng trọ,2.2158964012891964,3.20001724137931
751,1609327,Cho thuê phòng full nội thất 1 phòng ngủ 30m2,5.2,30.0,Quận 3,Hồ Chí Minh,28/07/2020,Phòng trọ,2.2158964012891964,3.0926301555104803
752,1609416,"Cho thuê phòng trọ giá rẻ Đường Tân Chánh Hiệp 21, Q12, gần bv Q12",1.7,15.0,Quận 12,Hồ Chí Minh,28/07/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
753,1609513,"Cho thuê phòng trọ mặt tiền Trần Bình Trọng, Bình Thạnh, giá từ 2.5tr",2.5,15.0,Bình Thạnh,Hồ Chí Minh,28/07/2020,Phòng trọ,2.2158964012891964,2.488339645206299
754,1610082,"Cho thuê mặt bằng, nhà nguyên căn, phòng trọ giá 50 triệu ( có thương lượng )",50.0,5.25,Tân Bình,Hồ Chí Minh,29/07/2020,Phòng trọ,2.2158964012891964,3.20001724137931
755,1610678,"Cho thuê mặt bằng, phòng trọ ở địa chỉ 16 Tân Canh, phường 1 Tân Bình ( có thương lượng )",50.0,5.25,Tân Bình,Hồ Chí Minh,30/07/2020,Phòng trọ,2.2158964012891964,3.20001724137931
757,1613041,"Cho thuê nhà trên đường Ngô Quyền ,thuận tiên công việc, học tập",3.35,45.0,Quận 5,Hồ Chí Minh,03/08/2020,Khác,4.030355856504826,2.4362818590704647
758,1613316,Cho thuê phòng trọ sạch đẹp giá mềm ở trung tâm quặn tân bình,4.0,33.0,Tân Bình,Hồ Chí Minh,03/08/2020,Phòng trọ,2.2158964012891964,3.20001724137931
759,1613384,Cho thuê nhà nguyên căn gồm 9 căn hộ đầy đủ tiện nghi + 1 mặt bằng,50.0,125.0,Tân Bình,Hồ Chí Minh,03/08/2020,Căn hộ,3.322310410225767,3.20001724137931
760,1614951,Phòng trọ 3.3tr và 4.5tr phùng văn cung Phú Nhuận,3.3,30.0,Phú Nhuận,Hồ Chí Minh,05/08/2020,Phòng trọ,2.2158964012891964,3.271339739966083
761,1615172,Phòng lầu 16m2 ở 243A/58 Hoàng Diệu P8 Q4,1.85,16.0,Quận 4,Hồ Chí Minh,05/08/2020,Phòng trọ,2.2158964012891964,2.09375
762,1615943,"Khu căn hộ Mini chỉ có 5 phòng mới xây xong rất đẹp, đầy đủ tiện nghi mới 100%.",4.0,16.0,Tân Phú,Hồ Chí Minh,06/08/2020,Căn hộ,3.322310410225767,2.0499361430395915
763,1617088,"Phòng trọ 30m đường Gò Cát gần nhà thờ, vòng xoay Phú Hữu, Q9",2.4,30.0,Quận 9,Hồ Chí Minh,07/08/2020,Phòng trọ,2.2158964012891964,1.7041666666666668
764,1619823,Cần cho thuê 2 phòng trọ ở quận 10 TP.HCM,3.5,25.0,Quận 10,Hồ Chí Minh,12/08/2020,Phòng trọ,2.2158964012891964,2.520494469746259
765,1620809,"Cần share 1 phòng đương Âu Cơ, phòng sạch đẹp",2.8,23.0,Tân Phú,Hồ Chí Minh,13/08/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
766,1621244,Phòng đủ nội thất gần Nguyễn Văn Cừ quận 1,4.0,20.0,Quận 1,Hồ Chí Minh,13/08/2020,Phòng trọ,2.2158964012891964,3.563218390804598
767,1621273,"Cho thuê phòng đầy đủ nội thất Quận Bình Thạnh, giá chỉ từ 3,2tr - 4,3tr/th",3.2,16.0,Bình Thạnh,Hồ Chí Minh,13/08/2020,Phòng trọ,2.2158964012891964,2.488339645206299
768,1621690,Cho Thuê Phòng Chung Cư Cao Cấp Topaz Elite Quận 8,3.0,25.0,Quận 8,Hồ Chí Minh,14/08/2020,Căn hộ,3.322310410225767,2.557029177718833
